token,gender,transcription,romanize1,romanize2,romanize3
อรณิชชา,f,?O:0.ra3.nit3.cha:0,Oranitcha,Oranicha,Oranitcha
อรดา,f,?O:0.ra3.da:0,Orada,,
อรทัย,f,?O:0.ra3.thaj0,Orathai,Oratai,
อรนงค์,f,?O:0.ra3.noN0,Oranong,,
อรนันท์,f,?O:0.ra3.nan0,Oranan,Oranant,
อรนิชา,f,?O:n0.cha:0,Onnicha,Ornicha,
อรนิตย์,f,?O:0.ra3.nit3,Oranit,Oranid,
อรนิภา,f,?O:n0.ni3.pha:0,Onnipha,Ornnipa,Ornnipha
อรปภา,f,?O:n0.pa1.pha:0,Onpapha,Ornpapha,Ornpapa
อรประภา,f,?O:n0.pra1.pha:0,Onprapha,Ornprapha,Ornprapa
อรพร,f,?O:0.ra0.phO:n0,Oraphon,Oraporn,Orapon
อรพันธ์,f,?O:0.ra0.phan0,Oraphan,Orapan,
อรพินทร์,f,?O:0.ra0.phin0,Oraphin,Orapin,
อรยา,f,?O:0.ra0.ja:0,Oraya,,
อรรคพล,m,?ak1.kha0.phon0,Akkaphon,Akkapon,Akkapol
อรรคเดช,m,?ak1.kha0.de:t1,Akkadet,Akkadej,Akkadech
อรรถ,m,?at1,At,,
อรรถกร,m,?at1.tha0.kO:n0,Attakon,Attakorn,
อรรถพงศ์,m,?at1.tha0.phoN0,Attaphong,Attapong,
อรรถพงษ์,m,?at1.tha0.phoN0,Attaphong,Attapong,
อรรถพล,m,?at1.tha0.phon0,Attaphon,Attapon,Attapol
อรรถพันธ์,m,?at1.tha0.phan0,Attaphan,Attapan,
อรรถยา,f,?at1.tha0.ja:0,Attaya,,
อรรถวิทย์,m,?at1.tha0.wit3,Attawit,Attavit,
อรรถสิทธิ์,m,?at1.tha0.sit3,Attasit,Attasith,
อรรถเศรษฐ์,m,?at1.tha0.se:t1,Attaset,Attaseth,
อรรนพ,m,?an0.nop3,Annop,,
อรรัตน์,f,?O:n0.rat3,Onrat,Ornrat,
อรรัมภา,f,?O:n0.ram0.pha:0,Onrampha,Ornrampha,Ornrampa
อรฤดี,f,?O:n0.rI3.di:0,Onruedi,Ornruedee,Ornruedi
อรวดี,f,?O:n0.wa3.di:0,Onwadi,Ornwadee,Ornwadi
อรวรรณ,f,?O:n0.ra0.wan0,Onwan,Ornwan,Ornvan
อรสุดา,f,?O:n0.su1.da:0,Onsuda,Ornsuda,
อรอนงค์,f,?O:n0.?a0.noN0,Onanong,Ornanong,Orn-anong
อรอินทร์,f,?O:n0.?in0,Onin,Ornin,Orn-in
อรัญ,m,?a0.ran0,Aran,,
อรัญญา,f,?a0.ran0.ja:0,Aranya,,
อริยาภรณ์,f,?a0.ri3.ja:0.phO:n0,Ariyaphon,Ariyaporn,Ariyapon
อริษา,f,?a0.ri3.sa:4,Arisa,,
อรุณกมล,f,?a0.run0.ka0.mon0,Arunkamon,Arunkamol,
อรุณชัย,m,?a0.run0.chaj0,Arunchai,,
อรุณณี,f,?a0.run0.ni:0,Arunni,Arunnee,
อรุณรัตน์,f,?a0.run0.rat3,Arunrat,,
อรุณรัศมี,f,?a0.run0.rat3.sa0.mi:4,Arunratsami,Arunratsamee,Arunrasamee
อรุณศรี,f,?a0.run0.si:4,Arunsi,Arunsri,
อรุณศักดิ์,m,?a0.run0.sak1,Arunsak,,
อลงกรณ์,m,?a0.loN0.kO:n0,Alongkon,Alongkorn,
อลิศรา,f,?a0.lit3.sa0.ra:0,Alisara,,
อวิรุทธิ์,m,?a0.wi0.rut3,Awirut,Avirut,Awiruth
อสมา,f,?a0.sa0.ma:0,Asama,,
อสมาภรณ์,f,?a0.sa0.ma0.phO:n0,Asamaphon,Asamaporn,Asamapon
อัครชัย,m,?ak1.kha0.ra3.chaj0,Akkharachai,Akkarachai,
อัครพงศ์,m,?ak1.kha0.ra3.phoN0,Akkharaphong,Akkarapong,
อัครพงษ์,m,?ak1.kha0.ra3.phoN0,Akkharaphong,Akkarapong,
อัครพนธ์,m,?ak1.kha0.ra3.phon0,Akkharaphon,Akkarapon,Akkarapol
อัครวัฒน์,m,?ak1.kha0.ra3.wat3,Akkharawat,Akkarawat,Akkaravat
อัครวินท์,m,?ak1.kha0.ra3.win0,Akkharawin,Akkarawin,Akkaravin
อัครวุฒิ,m,?ak1.kha0.ra3.wut3,Akkharawut,Akkarawut,Akkaravuth
อัครา,m,?ak1.kha0.ra:0,Akkara,,
อัครินทร์,m,?ak1.kha0.rin0,Akkarin,,
อัครเดช,m,?ak1.kha0.ra3.de:t1,Akkharadet,Akkaradech,Akkaradet
อัคเดช,m,?ak1.kha0.de:t1,Akkadet,Akkadech,Akkadej
อังกูร,m,?aN0.ku:n0,Angkun,Angkoon,
อังคาร,m,?aN0.kha:n0,Angkhan,Angkan,Angkaan
อังศุมาลิน,f,?aN0.su0.ma:0.lin0,Angsumalin,,
อังสนา,f,?aN0.sa0.na:0,Angsana,,
อังสุมา,f,?aN0.su0.ma:0,Angsuma,,
อังสุมารินทร์,f,?aN0.su0.ma:0.rin0,Angsumarin,,
อัจจิมา,f,?at1.ci0.ma:0,Atchima,Adjima,Atjima
อัจฉรา,f,?at1.cha0.ra:0,Atchara,Adchara,
อัจฉราพร,f,?at1.cha0.ra:0.phO:n0,Atcharaphon,Adcharaporn,Atcharaporn
อัจฉราพรรณ,f,?at1.cha0.ra:0.phan0,Atcharaphan,Adcharapan,Atcharapan
อัจฉราภรณ์,f,?at1.cha0.ra:0.phO:n0,Atcharaphon,Adcharapon,Atcharapol
อัจฉราวดี,f,?at1.cha0.ra:0.wa0.di:0,Atcharawadi,Adcharawadee,Atcharawadee
อัจฉรี,f,?at1.cha0.ri:0,Atchari,Adcharee,Atcharee
อัจฉรียา,f,?at1.cha0.ri:0.ja:0,Atchariya,Adchareeya,Atchareeya
อัจฉรีย์,f,?at1.cha0.ri:0,Atchari,Adcharee,Atcharee
อัจราวรรณ,f,?at1.ra:0.wan0,Atrawan,Adrawan,Atravan
อัชรี,f,?at1.cha0.ri:0,Atchari,Adcharee,Atcharee
อัฌนา,f,?at1.cha0.na:0,Atchana,,
อัญชรี,f,?an0.cha0.ri:0,Anchari,Ancharee,
อัญชรีย์,f,?an0.cha0.ri:0,Anchari,Ancharee,
อัญชสา,f,?an0.cha0.sa4,Anchasa,,
อัญชิษฐา,f,?an0.chit3.tha:4,Anchittha,Anchitta,Anchitha
อัญธิกา,f,?an0.thi3.ka:0,Anthika,Antika,
อัฐพงษ์,m,?at1.tha0.phoN0,Attaphong,Attapong,
อัฐพล,m,?at1.tha0.phon0,Attaphon,Attapon,Attapol
อัฐภิญญา,f,?at1.tha0.phin0.ja:0,Attaphinya,Attapinya,
อัดนัน,m,?at1.nan0,Atnan,Adnan,
อับดุลกอเดร์,m,?ap1.dun0.kO:0.de:0,Apdunkode,Abdulkode,
อับดุลการีม,m,?ap1.dun0.ka:0.ri:m0,Apdunkarim,Abdulkarim,Abdulkareem
อับดุลรอมัน,m,?ap1.dun0.rO:0.man0,Apdunroman,Abdulroman,
อับดุลรอฮิม,m,?ap1.dun0.rO:0.him0,Apdunrohim,Abdulrohim,
อับดุลรอแม,m,?ap1.dun0.rO:0.m{:0,Apdunromae,Abdulromae,
อับดุลอาซิ,m,?ap1.dun0.?a:0.si0,Apdunasi,Abdulasee,Abdulasi
อับดุลฮาดี,m,?ap1.dun0.ha:0.di:0,Apdunhadi,Abdulhadee,Abdulhadi
อับดุลเลาะ,m,?ap1.dun0.lO3,Apdunlo,Abdulloh,Abdullo
อับดุลเลาะห์,m,?ap1.dun0.lO3,Apdunlo,Abdulloh,Abdullo
อับดุลเล๊าะ,m,?ap1.dun0.lO3,Apdunlo,Abdulloh,Abdullo
อัฟฟาน,m,?ap3.fa:n0,Apfan,Affan,
อัมพรรัตน์,f,?am0.phO:n0.rat3,Amphonrat,Ampornrat,Amponrat
อัมพล,m,?am0.phon0,Amphon,Ampon,Ampol
อัมภิกา,f,?am0.phi3.ka:0,Amphika,Ampika,
อัมรัน,m,?am0.ma0.ran0,Ammaran,,
อัมรา,f,?am0.ma0.ra:0,Ammara,,
อัมรี,m,?am0.ma0.ri:0,Ammari,Ammaree,
อัมฤทธิ์,m,?am0.ma0.rit3,Ammarit,,
อัยรดา,f,?aj0.ra0.da:0,Airada,Irada,
อัยรินทร์,f,?aj0.ja0.rin0,Aiyarin,Iyarin,
อัศวิน,m,?at1.sa0.win0,Atsawin,Assawin,Atsavin
อัษฎาวุธ,m,?at1.sa0.da:0.wut3,Atsadawut,Asdawut,Asdavuth
อัสมะ,f,?at1.sa0.ma3,Atsama,,
อัสมัน,m,?at1.sa0.man0,Atsaman,,
อัสมาน,m,?at1.sa0.ma:n0,Atsaman,,
อัสมี,m,?at1.sa0.mi:0,Atsami,Atsamee,Assamee
อากร,m,?a:0.kO:n0,Akon,Arkorn,Akorn
อาคม,m,?a:0.khom0,Akhom,Arkom,Akom
อาจหาญ,m,?a:t0.ha:n4,Athan,Atharn,Adharn
อาจารี,f,?a:0.ca:0.ri:0,Achari,Ajaree,Aacharee
อาซัน,m,?a:0.san0,Asan,,
อาซิ,m,?a:0.si3,Asi,,
อาซีซะห์,f,?a:0.si:0.sa3,Asisa,Asisah,Aseesah
อาซีซ๊ะ,f,?a:0.si:0.sa3,Asisa,Asisah,Aseesah
อาซียะ,f,?a:0.si:0.ja3,Asiya,Aseeya,
อาณัติ,m,?a:0.nat3,Anat,,
อาดัม,m,?a:0.dam0,Adam,,
อาดีละห์,f,?a:0.di:0.la3,Adila,Aadilah,Aadila
อาทร,m,?a:0.thO:n0,Athon,Artorn,Arthorn
อาทิติยา,f,?a:0.thi3.ti0.ja:0,Athitiya,Atitiya,Athithiya
อาทิยา,f,?a:0.thi3.ja:0,Athiya,Atiya,
อานนท์,m,?a:0.non0,Anon,Anont,
อานัน,m,?a:0.nan0,Anan,Anun,
อานีซะห์,f,?a:0.ni:sa3,Anisa,Aneesah,Anisah
อานีตา,f,?a:0.ni:0.ta:0,Anita,Aneeta,
อานูวา,m,?a:0.nu:0.wa:0,Anuwa,Anuva,
อาภร,f,?a:0.phO:n0,Aphon,Arporn,Arpon
อาภัสรา,f,?a:0.phat3.sa0.ra:0,Aphatsara,Apassara,Apatsara
อาภาพร,f,?a:0.pha:0.phO:n0,Aphaphon,Apaporn,Apapon
อาภาภรณ์,f,?a:0.pha:0.phO:n0,Aphaphon,Apaporn,Apapon
อามานี,f,?a:0.ma:0.ni:0,Amani,Amanee,Aamani
อามีนะห์,f,?a:0.mi:0.na3,Amina,Aminah,Ameenah
อารง,m,?a:0.roN0,Arong,,
อารยะ,m,?a:0.ra0.ja3,Araya,Aaraya,
อารยา,f,?a:0.ra0.ja:0,Araya,Arayaa,Aaraya
อารัญ,m,?a:0.ran0,Aran,Aaran,
อาริตา,f,?a:0.ri3.ta:0,Arita,Aarita,
อาริยา,f,?a:0.ri3.ja:0,Ariya,Aariya,
อาริษา,f,?a:0.ri3.sa:4,Arisa,Aarisa,
อารีนี,f,?a:0.ri:0.ni:0,Arini,Areenee,
อารีพร,f,?a:0.ri:0.phO:n0,Ariphon,Areeporn,Areepon
อารีย์วรรณ,f,?a:0.ri:0.wan0,Ariwan,Areewan,
อารีรักษ์,f,?a:0.ri:0.rak3,Arirak,Areerak,
อารีลักษณ์,f,?a:0.ri:0.lak3,Arilak,Areelak,
อารีวรรณ,f,?a:0.ri:0.wan0,Ariwan,Areewan,
อารุณี,f,?a:0.ru3.ni:0,Aruni,Arunee,Aarunee
อาลิสา,f,?a:0.li3.sa:4,Alisa,Aalisa,
อาลี,m,?a:0.li:0,Ali,Aalee,
อาลียะ,m,?a:0.li:0.ja3,Aliya,Aleeya,Aaleeya
อาหะมะ,m,?a:0.ha0.ma3,Ahama,Aahama,
อาหามะ,m,?a:0.ha:4.ma3,Ahama,Aahama,
อาอีเสาะ,f,?a:0.?i:0.sO3,Aiso,Aaisoh,
อาฮามะ,m,?a:0.ha:0.ma3,Ahama,Aahama,
อาแว,m,?a:0.w{:0,Awae,Aawae,
อำนวยพร,f,?am0.nuaj0.phO:n0,Amnuaiphon,Amnuayporn,Amnuaiporn
อำนาจ,m,?am0.na:t2,Amnat,Amnaj,
อำพล,m,?am0.phon0,Amphon,Ampon,Ampol
อำพา,f,?am0.pha:0,Ampha,Ampaa,Amphaa
อำภา,f,?am0.pha:0,Ampha,Ampaa,Amphaa
อำไพ,f,?am0.phaj0,Amphai,Ampai,
อำไพพรรณ,f,?am0.phaj0.phan0,Amphaiphan,Ampaipan,
อิทธิ,m,?it1.thi3,Itthi,Idhi,
อิทธิกร,m,?it1.thi3.kO:n0,Itthikon,Itthikorn,Ittikorn
อิทธิพงศ์,m,?it1.thi3.phoN0,Itthiphong,Itthipong,Ittipong
อิทธิพร,m,?it1.thi3.phO:n0,Itthiphon,Itthiporn,Ittiporn
อิทธิพล,m,?it1.thi3.phon0,Itthiphon,Ittipon,Ittipol
อิทธิฤทธิ์,m,?it1.thi3.rit3,Itthirit,Ittirit,
อิทธิศักดิ์,m,?it1.thi3.sak1,Itthisak,Ittisak,
อิทธิเชษฐ์,m,?it1.thi3.che:t2,Itthichet,Ittichet,
อิทธิเดช,m,?it1.thi3.de:t1,Itthidet,Ittidej,Ittidech
อินทัช,m,?in0.that3,Inthat,Intat,Intach
อินทิรา,f,?in0.thi3.ra:0,Inthira,Intira,
อินสอน,m,?in0.sO:n4,Inson,Insorn,
อิบรอเฮม,m,?ip1.rO:0.he:m0,Iprohem,Ibrohem,
อิบรอเฮ็ม,m,?ip1.rO:0.hem0,Iprohem,Ibrohem,
อิสรพงษ์,m,?it1.sa0.ra1.phoN0,Itsaraphong,Itsarapong,Issarapong
อิสระพงศ์,m,?it1.sa0.ra1.phoN0,Itsaraphong,Itsarapong,Issarapong
อิสระพงษ์,m,?it1.sa0.ra1.phoN0,Itsaraphong,Itsarapong,Issarapong
อิสริยา,f,?it1.sa0.ri0.ja:0,Itsariya,Issariya,
อิสริยาภรณ์,f,?it1.sa0.ri0.ja:0.phO:n0,Itsariyaphon,Itsariyaporn,Itsariyapon
อิสรียา,f,?it1.sa0.ri:0.ja:0,Itsariya,Issariya,
อุกฤษฎ์,m,?u1.krit1,Ukrit,,
อุกฤษฏ์,m,?u1.krit2,Ukrit,,
อุกฤษณ์,m,?u1.krit3,Ukrit,,
อุดมชัย,m,?u0.dom0.chaj0,Udomchai,,
อุดมลักษณ์,f,?u0.dom0.lak3,Udomlak,,
อุดมศรี,f,?u0.dom0.si:4,Udomsi,Udomsri,
อุดมศักดิ์,m,?u0.dom0.sak1,Udomsak,,
อุดมเดช,m,?u0.dom0.de:t1,Udomdet,Udomdej,Udomdech
อุทัยวรรณ์,f,?u0.thaj0.wan0,Uthaiwan,Utaiwan,Utaivan
อุทิศ,m,?u0.thit3,Uthit,Utit,Utis
อุทุมพร,f,?u0.thum0.phO:n0,Uthumphon,Utumporn,Uthumporn
อุบลพรรณ,f,?u0.bon0.phan0,Ubonphan,Ubonpan,
อุบลรัตน์,f,?u0.bon0.rat3,Ubonrat,,
อุบลวรรณ,f,?u0.bon0.wan0,Ubonwan,Ubonvan,
อุมาพร,f,?u0.ma:0.phO:n0,Umaphon,Umaporn,Umapon
อุมารินทร์,f,?u0.ma:0.rin0,Umarin,,
อุลัยพร,f,?u0.laj0.phO:n0,Ulaiphon,Ulaiporn,Ulaipon
อุษณีย์,f,?u0.sa0.ni:0,Usani,Usanee,
อุสา,f,?u0.sa:4,Usa,Usah,
อุสาห์,f,?u1.sa:4,Usa,Usah,
อุสุมา,f,?u1.su1.ma:0,Usuma,,
อุเซ็ง,m,?u1.seN0,Useng,,
อุเทน,m,?u1.the:n0,Uthen,Uten,
อุไร,f,?u1.raj0,Urai,,
อุไรพร,f,?u1.raj0.phO:n0,Uraiphon,Uraiporn,Uraipon
อุไรวรรณ,f,?u1.raj0.wan0,Uraiwan,Uraivan,
อุไลวรรณ,f,?u1.laj0.wan0,Ulaiwan,Ulaivan,
อุ่นเรือน,f,?u1.rIan0,Unruean,Oonruean,
อโนมา,f,?a1.no:0.ma:0,Anoma,,
อ้อมทิพย์,f,?O:m2.thip3,Omthip,Omtip,Ormthip
อ้อมเดือน,f,?O:m2.dIan0,Omduean,Ormduean,
อ้อมใจ,f,?O:m2.caj0,Omchai,Ormchai,
อ้อยใจ,f,?O:j2.caj0,Oichai,Aoijai,Oijai
อ้าย,m,?O:j2,Ai,,
ฮัมดี,m,ham0.di:0,Hamdi,Hamdee,Humdee
ฮาซัน,m,ha:0.san0,Hasan,,
ฮาบีบ๊ะ,f,ha:0.bi:0.ba3,Habiba,Habeeba,
ฮามะ,m,ha:0.ma3,Hama,,
ฮามีด๊ะ,f,ha:0.mi:0.da3,Hamida,Hameeda,
ฮารง,m,ha:0.roN0,Harong,,
ฮุสนา,f,hut3.sa0.na:0,Hutsana,Hussana,
ฮูดา,f,hu:0.da:0,Huda,Huuda,
เกณิกา,f,ke:0.ni3.ka:0,Kenika,,
เกตน์นิภา,f,ke:t1.ni3.pha:0,Ketnipha,Ketnipa,
เกตุมณี,f,ke:t1.ma0.ni:0,Ketmani,Ketmanee,
เกตุวดี,f,ke:t1.wa3.di:0,Ketwadi,Ketwadee,
เกตุสุดา,f,ke:t1.su0.da:0,Ketsuda,,
เกตุแก้ว,f,ke:t1.k{:w2,Ketkaeo,Ketkaew,
เกริกพล,m,kr@:k1.phon0,Kroekphon,Kroekpon,Kroekpol
เกริกฤทธิ์,m,kr@:k1.rit3,Kroekrit,,
เกริกเกียรติ,m,kr@:k1.kiat1,Kroekkiat,,
เกรียง,m,kriaN0,Kriang,,
เกรียงเดช,m,kriaN0.de:t1,Kriangdet,Kriangdech,Kriangdej
เกรียงไกร,m,kriaN0.kraj0,Kriangkrai,,
เกวรี,f,ke:0.wa3.ri:0,Kewari,Kewaree,
เกศกนก,f,ke:t1.ka0.nok1,Ketkanok,Keskanok,
เกศนีย์,f,ke:t1.sa0.ni:0,Ketsani,Ketsanee,
เกศราพร,f,ke:t1.sa0.ra:0.phO:N0,Ketsaraphon,Ketsaraporn,Ketsarapon
เกศราภรณ์,f,ke:t1.sa0.ra:0.phO:N0,Ketsaraphon,Ketsaraporn,Ketsarapon
เกษกนก,f,ke:t1.ka0.nok1,Ketkanok,Keskanok,
เกษณีย์,f,ke:1.sa0.ni:0,Kesani,Kesanee,
เกษตร,m,ka0.se:t1,Kaset,Kaseth,
เกษมศักดิ์,m,ka0.se:m4.sak1,Kasemsak,,
เกษราพร,f,ke:t1.sa0.ra:0.phO:N0,Kesaraphon,Kesaraporn,Kesarapon
เกษราภรณ์,f,ke:t1.sa0.ra:0.phO:N0,Kesaraphon,Kesaraporn,Kesarapon
เกษศิริ,f,ke:t1.si0.ri1,Ketsiri,,
เกสร,f,ke:0.sO:n4,Keson,Kesorn,
เกียรติกุล,m,kiat1.ti0.kun0,Kiattikun,Kiattikoon,
เกียรติคุณ,m,kiat1.ti0.khun0,Kiattikhun,Kiattikun,Kiattikoon
เกียรติชัย,m,kiat1.ti0.chaj0,Kiattichai,,
เกียรติพงศ์,m,kiat1.ti0.phoN0,Kiattiphong,Kiattipong,
เกียรติภูมิ,m,kiat1.ti0.phu:m0,Kiattiphum,Kiattipoom,Kiattipum
เกียรติศักดิ์,m,kiat1.ti0.sak1,Kiattisak,,
เกียรติสุดา,f,kiat1.su0.da:0,Kiatsuda,,
เก่ง,m,keN1,Keng,,
เก่งกาจ,m,keN1.ka:1,Kengkat,Kengkaj,
เขมจิรา,f,khe:m4.ci0.ra:0,Khemchira,Khemjira,Kemjira
เขมชาติ,m,khe:4.ma3.cha:t2,Khemmachat,Kemmachat,Kemachat
เขมฌัษ,m,khe:4.ma3.chat3,Khemmachat,Kemmachat,Kemachat
เขมทัต,m,khe:4.ma3.tha:t3,Khemmathat,Kematat,Kemmatat
เขมมิกา,f,khe:m4.mi3.ka:0,Khemmamika,Kemika,Kemmika
เคน,m,khen0,Khen,Ken,
เครือฟ้า,f,khrIa0.fa:3,Khrueafa,Kruefa,Kruefah
เครือวรรณ,f,khrIa0.wan0,Khrueawan,Krueawan,
เครือวัลย์,f,khrIa0.wan0,Khrueawan,Krueawan,
เจด็จ,m,ca0.det1,Chadet,Jadej,Jadet
เจตน์,m,ce:t1,Chet,Jade,Jate
เจตพล,m,ce:t1.phon0,Chetphon,Jadepon,Chetpol
เจติยา,f,ce:0.ti0.ja:0,Chetiya,Jetiya,
เจนจิรา,f,ce:n0.ci0.ra:0,Chenchira,Jenjira,Jenchira
เจนวิทย์,m,ce:n0.wit3,Chenwit,Jenwit,Jenvit
เจมจิรา,f,ce:m0.ci0.ra:0,Chemchira,Jemjira,Jemchira
เจริญ,m,ca0.r@:n0,Charoen,Jaroen,
เจริญขวัญ,f,ca0.r@:n0.khwan4,Charoenkhwan,Charoenkwan,Jaroenkwan
เจริญศรี,f,ca0.r@:n0.si:4,Charoensi,Charoensri,Jaroensri
เจริญศักดิ์,m,ca0.r@:n0.sak1,Charoensak,Jaroensak,
เจษฏา,m,ce:t1.sa1.da:0,Chetsada,Jessada,Jesada
เจียมจิต,f,ciam0.cit1,Chiamchit,Jiamjit,Jiamchit
เจียมใจ,f,ciam0.caj0,Chiamchai,Jiamjai,
เจือจันทร์,f,cIa0.can0,Chueachan,Jueajan,Jueachan
เฉลิมขวัญ,f,cha0.l@:m4.khwan4,Chaloemkhwan,Chaloemkwan,
เฉลิมชนม์,m,cha0.l@:m4.chon0,Chaloemchon,,
เฉลิมชาติ,m,cha0.l@:m4.cha:t2,Chaloemchat,,
เฉลิมพงษ์,m,cha0.l@:m4.phoN0,Chaloemphong,Chaloempong,
เฉลิมพล,m,cha0.l@:m4.phon0,Chaloemphon,Chaloempon,Chaloempol
เฉลิมพันธ์,m,cha0.l@:m4.phan0,Chaloemphan,Chaloempan,
เฉลิมรัฐ,m,cha0.l@:m4.rat3,Chaloemrat,Chaloemrath,
เฉลิมฤทธิ์,m,cha0.l@:m4.rit3,Chaloemrit,,
เฉลิมวรรณ,f,cha0.l@:m4.wan0,Chaloemwan,,
เฉลิมวุฒิ,m,cha0.l@:m4.wut3,Chaloemwut,Chaloemwuth,
เฉลิมศรี,f,cha0.l@:m4.si:4,Chaloemsi,Chaloemsri,
เฉลิมศักดิ์,m,cha0.l@:m4.sak1,Chaloemsak,,
เชวง,m,cha:0.we:N0,Chaweng,,
เชวงศักดิ์,m,cha:0.we:N0.sak1,Chawengsak,,
เชษฐา,m,che:t2.tha:4,Chettha,Chestha,
เชาวนี,f,chaw0.wa3.ni:0,Chaowani,Chaowanee,
เชาวฤทธิ์,m,chaw0.wa0.rit3,Chaowarit,Chaovarit,
เชาวลิต,m,chaw0.wa0.lit3,Chaowalit,Chaovalit,
เชิงชาย,m,ch@:N0.cha:j0,Choengchai,,
เชิด,m,ch@:t2,Choet,,
เชิดชัย,m,ch@:t2.chaj0,Choetchai,,
เชิดชาย,m,ch@:t2.cha:j0,Choetchai,,
เชิดศักดิ์,m,ch@:t2.sak1,Choetsak,,
เซ็ง,m,seN3,Seng,,
เฌอปราง,f,ch@:0.pra:N0,Choeprang,,
เดช,m,de:t1,Det,Dej,Dech
เดชณรงค์,m,de:t1.na0.roN0,Detnarong,Dejnarong,Dechnarong
เดชฤทธิ์,m,de:t1.rit3,Detrit,Dejrit,Dechrit
เดชา,m,de:0.cha:0,Decha,,
เดือนนภา,f,dIan0.na3.pha:0,Dueannapha,Dueannapa,
เดือนแรม,f,dIan0.r{:m0,Dueanraem,Dueanram,
เด่นชัย,m,de:n1.chaj0,Denchai,,
เด่นพงษ์,m,de:n1.phoN0,Denphong,Denpong,
เด่นวิทย์,m,de:n1.wit3,Denwit,Denvit,
เด่นศักดิ์,m,de:n1.sak1,Densak,,
เตชิต,m,te:0.chit3,Techit,,
เตชินท์,m,te:0.chin0,Techin,,
เติมศักดิ์,m,t@:m0.sak1,Toemsak,,
เตือนจิต,f,tIan0.cit1,Tueanchit,Tueanjit,
เตือนตา,f,tIan0.ta:0,Tueanta,,
เถลิงศักดิ์,m,tha0.l@:N4.sak1,Thaloengsak,Taloengsak,
เทพ,m,the:p2,Thep,Tep,
เทพกร,m,the:p2.pha0.kO:n0,Theppakon,Teppakorn,Theppakorn
เทพชัย,m,the:p2.pha0.chaj0,Theppachai,Thepachai,
เทพประสิทธิ์,m,the:p2.pra1.sit1,Thepprasit,Theprasit,
เทพพร,m,the:p2.phO:n0,Thepphon,Thepporn,Tepporn
เทพพิทักษ์,m,the:p2.phi3.thak3,Thepphithak,Theppitak,Theppithak
เทพฤทธิ์,m,the:p2.rit2,Theprit,Teprit,
เทพิน,f,the:0.phin0,Thephin,Thepin,Tepin
เทวัญ,m,the:0.wan0,Thewan,Tewan,Thevan
เทวิน,m,the:0.win0,Thewin,Tewin,Thevin
เทอดศักดิ์,m,th@:t2.sak1,Thoetsak,Toetsak,
เทอดเกียรติ,m,th@:t2.kiat1,Thoetkiat,Toetkiat,
เทียนชัย,m,thian0.chaj0,Thianchai,Tianchai,
เทียมจันทร์,f,thiam0.can0,Thiamchan,Tiamjan,Tiamchan
เนตรดาว,f,ne:t2.da:w0,Netdao,Nethdao,
เนติ,m,ne:0.ti1,Neti,Nethi,
เนติพงษ์,m,ne:0.ti1.phoN0,Netiphong,Netipong,Nethipong
เนติมา,f,ne0.ti1.ma:0,Netima,Nethima,
เนรมิต,m,ne:0.ra0.mit3,Neramit,,
เนาวรัตน์,f,naw0.wa0.rat3,Naowarat,Naovarat,
เบญจพรรณ,f,ben0.ca0.phan0,Benchaphan,Benjapan,Benjaphan
เบญจพล,m,ben0.ca0.phon0,Benchaphon,Benjaphon,Benjapol
เบญจภรณ์,f,ben0.ca0.phO:n0,Benchaphon,Benjaporn,Benjapon
เบญจภา,f,ben0.ca0.pha:0,Benchapha,Benjapa,Benjapha
เบญจมา,f,ben0.ca0.ma:0,Benchama,Benjama,
เบญจมาศ,f,ben0.ca0.ma:t2,Benchamat,Benjamat,Benjamas
เบญจมาส,f,ben0.ca0.ma:t2,Benchamat,Benjamat,Benjamas
เบญจา,f,ben0.ca:0,Bencha,Benja,
เบญญทิพย์,f,ben0.ya0.thip3,Benyathip,Benyatip,
เบญญาดา,f,ben0.ya:0.da:0,Benyada,,
เบ็ญจวรรณ์,f,ben0.ca0.wan0,Benchawan,Benjawan,Benchawan
เบ็ญจา,f,ben0.ca:0,Bencha,Benja,
เปมิกา,f,pe:0.mi3.ka:0,Pemika,,
เปรม,m,pre:m0,Prem,,
เปรมจิต,f,pre:m0.cit1,Premchit,Premjit,
เปรมจิตต์,f,pre:m0.cit1,Premchit,Premjit,
เปรมชัย,m,pre:m0.chaj0,Premchai,,
เปรมมิกา,f,pre:m0.mi3.ka:0,Premmika,,
เปรมยุดา,f,pre:m0.ju3.da:0,Premyuda,,
เปรมิกา,f,pre:0.mi3.ka:0,Premika,,
เปรมใจ,f,pre:m0.caj0,Premchai,Premjai,
เปาซี,m,paw0.si:0,Paosi,Paosee,
เปี่ยมศักดิ์,m,piam1.sak1,Piamsak,,
เปี๊ยก,m,piak3,Piak,,
เป็นหนึ่ง,m,pen0.nIN1,Pennueng,Pennung,
เผชิญ,m,pha0.ch@:n0,Phachoen,Pachoen,
เผด็จ,m,pha1.det1,Phadet,Padej,Padech
เพชรินทร์,f,phet3.cha0.rin0,Phetcharin,Petcharin,
เพชรี,f,phet3.cha0.ri:0,Phetchari,Petcharee,Phetcharee
เพชรไพลิน,f,phet3.phaj0.lin0,Phetphailin,Phetpailin,Petpailin
